y_true,y_score
0.0,0.19276384
0.0,0.21163298
0.0,0.20296991
0.0,0.19307068
0.0,0.19803803
0.0,0.1887454
0.0,0.23701483
0.0,0.16873309
0.0,0.17838877
0.0,0.1910562
0.0,0.17830259
0.0,0.19771342
0.0,0.18502419
0.0,0.1871631
0.0,0.1948883
0.0,0.16620317
0.0,0.14794672
0.0,0.19343069
0.0,0.17110287
0.0,0.1490133
0.0,0.14638767
0.0,0.15436311
0.0,0.15953526
0.0,0.15000361
0.0,0.14749579
0.0,0.16494521
0.0,0.15493383
0.0,0.16214715
0.0,0.15515874
0.0,0.16821352
0.0,0.16966808
0.0,0.17303824
0.0,0.17284282
0.0,0.16976981
0.0,0.15838511
0.0,0.1673543
0.0,0.16720653
0.0,0.17331791
0.0,0.16475964
0.0,0.16764787
0.0,0.13790296
0.0,0.2062017
0.0,0.19962135
0.0,0.19674219
0.0,0.19781375
0.0,0.20033042
0.0,0.18155347
0.0,0.19314092
0.0,0.19177221
0.0,0.18022496
0.0,0.1754926
0.0,0.16541389
0.0,0.17255446
0.0,0.17459959
0.0,0.17838511
0.0,0.15840968
0.0,0.17011066
0.0,0.16943116
0.0,0.17082961
0.0,0.1596269
0.0,0.17599723
0.0,0.1603884
0.0,0.15833221
0.0,0.16623576
0.0,0.16620897
0.0,0.18034938
0.0,0.23988278
0.0,0.20036642
0.0,0.25124732
0.0,0.19832183
0.0,0.17203751
0.0,0.1954662
0.0,0.17224863
0.0,0.166491
0.0,0.16928819
0.0,0.15908952
0.0,0.15717879
0.0,0.15862803
0.0,0.15766889
0.0,0.16200282
0.0,0.180143
0.0,0.1809205
0.0,0.17833738
0.0,0.17404181
0.0,0.16469802
0.0,0.18467101
0.0,0.18275057
0.0,0.18060954
0.0,0.16526687
0.0,0.16708295
0.0,0.16399705
0.0,0.16734627
0.0,0.15708627
0.0,0.16770783
0.0,0.1662947
0.0,0.16713056
0.0,0.1642492
0.0,0.16281392
0.0,0.16375826
0.0,0.17380135
0.0,0.1503647
0.0,0.14604104
0.0,0.15079696
0.0,0.13679251
0.0,0.15272675
0.0,0.14775509
0.0,0.14356054
0.0,0.155031
0.0,0.14632992
0.0,0.14338304
0.0,0.16839063
0.0,0.16295145
0.0,0.15391931
0.0,0.1551707
0.0,0.15950824
0.0,0.16656482
0.0,0.14507958
0.0,0.16082601
0.0,0.15921119
0.0,0.16164349
0.0,0.1685922
0.0,0.21835643
0.0,0.17731549
0.0,0.18088125
0.0,0.16621664
0.0,0.1821356
0.0,0.1784513
0.0,0.14896478
0.0,0.18519919
0.0,0.1746901
0.0,0.15877414
0.0,0.18118669
0.0,0.19921742
0.0,0.20993479
0.0,0.2264229
0.0,0.21033984
0.0,0.2005968
0.0,0.20801885
0.0,0.20208438
0.0,0.2054577
0.0,0.20478441
0.0,0.22560914
0.0,0.2105531
0.0,0.20006423
0.0,0.21055573
0.0,0.21409148
0.0,0.19570707
0.0,0.2052755
0.0,0.19377889
0.0,0.21339056
0.0,0.14880648
0.0,0.1289554
0.0,0.1503981
0.0,0.12641501
0.0,0.14476195
0.0,0.14156787
0.0,0.15692285
0.0,0.1727782
0.0,0.15573758
0.0,0.15057385
0.0,0.15365727
0.0,0.16569158
0.0,0.15847173
0.0,0.18635419
0.0,0.17538567
0.0,0.16731803
0.0,0.18007797
0.0,0.16862924
0.0,0.17949288
0.0,0.18958098
0.0,0.18444282
0.0,0.18708968
0.0,0.19272354
0.0,0.19400617
0.0,0.18966675
0.0,0.17336988
0.0,0.16830768
0.0,0.1555925
0.0,0.16755085
0.0,0.15728155
0.0,0.16735601
0.0,0.17504945
0.0,0.16374397
0.0,0.14450733
0.0,0.16615741
0.0,0.16852027
0.0,0.15533906
0.0,0.17323957
0.0,0.15595758
0.0,0.14336497
0.0,0.19331776
0.0,0.17473766
0.0,0.17817488
0.0,0.15646882
0.0,0.17507283
0.0,0.17341569
0.0,0.16967614
0.0,0.15439539
0.0,0.17375867
0.0,0.17668416
0.0,0.17510152
0.0,0.17416641
0.0,0.16975974
0.0,0.16071184
0.0,0.19176075
0.0,0.17491771
0.0,0.17895585
0.0,0.17148843
0.0,0.17304973
0.0,0.15987445
0.0,0.16978653
0.0,0.17917643
0.0,0.1879156
0.0,0.20303947
0.0,0.19410987
0.0,0.19494666
0.0,0.19383365
0.0,0.21662296
1.0,0.21422651
1.0,0.21763392
1.0,0.22240172
1.0,0.22321488
1.0,0.26587066
1.0,0.24843322
1.0,0.28127503
1.0,0.25236908
1.0,0.3382765
1.0,0.33608437
0.0,0.16256632
0.0,0.13949603
0.0,0.1701247
0.0,0.17336747
0.0,0.17828889
0.0,0.16970648
0.0,0.16123839
0.0,0.15934496
0.0,0.16450635
0.0,0.16293044
0.0,0.15628698
0.0,0.15274405
0.0,0.1599172
0.0,0.16192508
0.0,0.16362453
0.0,0.16066833
0.0,0.15559587
0.0,0.15491405
0.0,0.14546712
0.0,0.14641301
0.0,0.15542276
0.0,0.14610535
0.0,0.14902453
0.0,0.15607959
0.0,0.22606589
0.0,0.24295042
0.0,0.26945174
0.0,0.26242876
0.0,0.26362076
0.0,0.27663684
0.0,0.2314891
0.0,0.22962621
0.0,0.20215426
0.0,0.18492495
0.0,0.17524421
0.0,0.17250013
0.0,0.17197625
0.0,0.17043224
0.0,0.18148988
0.0,0.19608226
0.0,0.19225822
0.0,0.22390227
0.0,0.21316172
0.0,0.21482079
0.0,0.19331527
0.0,0.1838276
0.0,0.1689544
0.0,0.16167238
0.0,0.15967743
0.0,0.15579498
0.0,0.1623863
0.0,0.18946025
0.0,0.17036988
0.0,0.15446809
0.0,0.15903805
0.0,0.15328893
0.0,0.14534104
0.0,0.15806694
0.0,0.15421195
0.0,0.15953131
0.0,0.15783016
0.0,0.15622938
0.0,0.17159466
0.0,0.18453355
0.0,0.16868126
0.0,0.18970533
0.0,0.17601188
0.0,0.19238347
0.0,0.17120577
0.0,0.19671185
0.0,0.18728857
0.0,0.19329011
0.0,0.23692328
0.0,0.18431404
0.0,0.20152436
0.0,0.19389686
0.0,0.19996811
0.0,0.19503276
0.0,0.2041176
0.0,0.21602811
0.0,0.19661172
0.0,0.21423881
0.0,0.24559967
0.0,0.26135072
0.0,0.24658956
0.0,0.24243408
0.0,0.25881708
0.0,0.26347315
0.0,0.28726593
0.0,0.2672788
0.0,0.2739431
0.0,0.2715157
0.0,0.26193267
0.0,0.25896534
0.0,0.26412827
0.0,0.27588022
0.0,0.27447072
0.0,0.26766178
0.0,0.27210736
0.0,0.25978982
0.0,0.25857854
0.0,0.28335962
0.0,0.3147808
0.0,0.2693462
0.0,0.2682907
0.0,0.25182658
0.0,0.24735221
0.0,0.25085366
0.0,0.2584199
0.0,0.28642902
0.0,0.295288
1.0,0.26192626
1.0,0.25938272
1.0,0.27159017
1.0,0.28092816
1.0,0.2901006
1.0,0.26068196
1.0,0.3212853
1.0,0.28215167
1.0,0.2867997
1.0,0.28081837
0.0,0.1519627
0.0,0.1759551
0.0,0.18485218
0.0,0.19430041
0.0,0.19503412
0.0,0.18629763
0.0,0.18136661
0.0,0.1820644
0.0,0.16288541
0.0,0.14560647
0.0,0.14115672
0.0,0.14094457
0.0,0.14221957
0.0,0.15949242
0.0,0.13911079
0.0,0.15215316
0.0,0.14084096
0.0,0.1408364
0.0,0.16196187
0.0,0.13950697
0.0,0.14824079
0.0,0.13641278
0.0,0.14100295
0.0,0.12425388
0.0,0.12934041
0.0,0.10854958
0.0,0.13811393
0.0,0.16052034
0.0,0.11984983
0.0,0.13605684
0.0,0.14346437
0.0,0.13204385
0.0,0.14342773
0.0,0.14052036
0.0,0.12946977
0.0,0.14129347
0.0,0.14094333
0.0,0.14307454
0.0,0.13109227
0.0,0.14176896
0.0,0.15037782
0.0,0.12814938
0.0,0.1309617
0.0,0.12113281
0.0,0.13028583
0.0,0.1425555
0.0,0.15104622
0.0,0.132344
0.0,0.12552215
0.0,0.13800336
0.0,0.12781423
0.0,0.15557165
0.0,0.1337253
0.0,0.12002768
0.0,0.14372103
0.0,0.12988
0.0,0.11272738
0.0,0.12804504
0.0,0.11591593
0.0,0.13734017
0.0,0.14108521
0.0,0.12623785
0.0,0.1386896
0.0,0.13359894
0.0,0.14351901
0.0,0.15263768
0.0,0.14332858
0.0,0.13487141
0.0,0.15764312
0.0,0.1940981
0.0,0.19009377
0.0,0.19903865
0.0,0.17601785
0.0,0.17981037
0.0,0.1782455
0.0,0.1787685
0.0,0.16755384
0.0,0.14750552
0.0,0.17020081
0.0,0.14130233
0.0,0.14735961
0.0,0.13346434
0.0,0.14725822
0.0,0.13793032
0.0,0.1408874
0.0,0.13420248
0.0,0.15757178
0.0,0.16050158
0.0,0.13541967
0.0,0.11607726
0.0,0.12237472
0.0,0.11968649
0.0,0.13787533
0.0,0.11688505
0.0,0.1296712
0.0,0.12452317
0.0,0.123105444
0.0,0.12654436
0.0,0.123222396
0.0,0.18079768
0.0,0.17311321
0.0,0.17460637
0.0,0.17529784
0.0,0.1791627
0.0,0.17831416
0.0,0.1734062
0.0,0.1745457
0.0,0.17114301
0.0,0.14932024
0.0,0.16151147
0.0,0.16571897
0.0,0.18138245
0.0,0.15134639
0.0,0.15432768
0.0,0.18409231
0.0,0.16622262
0.0,0.18703902
0.0,0.16885178
0.0,0.1991481
0.0,0.20412832
0.0,0.19223271
0.0,0.15276238
0.0,0.174661
0.0,0.15669814
0.0,0.14774628
0.0,0.15622751
0.0,0.16214171
0.0,0.15109468
0.0,0.142109
0.0,0.1833132
0.0,0.15179756
0.0,0.18160677
0.0,0.18753602
0.0,0.1629612
0.0,0.16174003
0.0,0.18939345
0.0,0.18863676
0.0,0.14521503
0.0,0.16565035
0.0,0.16998118
0.0,0.16910975
0.0,0.17354548
0.0,0.17388281
0.0,0.19019358
0.0,0.16680188
0.0,0.14610057
0.0,0.21106707
0.0,0.15330026
0.0,0.15141724
0.0,0.14048102
0.0,0.14303319
0.0,0.14301294
0.0,0.1664891
0.0,0.12616087
0.0,0.13336188
0.0,0.13115564
0.0,0.14008284
0.0,0.121718526
0.0,0.14239234
0.0,0.12551847
0.0,0.14370999
0.0,0.13949351
0.0,0.1505869
0.0,0.13033052
0.0,0.15064164
0.0,0.11683108
0.0,0.13132413
0.0,0.13452637
0.0,0.16880119
0.0,0.17537037
0.0,0.14400163
0.0,0.14695154
0.0,0.15350737
0.0,0.13132456
0.0,0.16327623
0.0,0.1496952
0.0,0.16272987
0.0,0.15891336
0.0,0.13625799
0.0,0.17097239
0.0,0.18321356
0.0,0.15032007
0.0,0.18619443
0.0,0.16192408
0.0,0.19474022
0.0,0.20230903
0.0,0.19448999
0.0,0.2092176
0.0,0.22776122
0.0,0.22888143
0.0,0.21273437
0.0,0.15789607
0.0,0.12965058
0.0,0.12655286
0.0,0.12581474
0.0,0.12768406
0.0,0.114094585
0.0,0.120676965
0.0,0.15033178
0.0,0.12368568
0.0,0.11572254
0.0,0.10954443
0.0,0.10884054
0.0,0.11037993
0.0,0.109723195
0.0,0.107466996
0.0,0.10739969
0.0,0.12646815
0.0,0.12791872
0.0,0.12268217
0.0,0.13085166
0.0,0.14133312
0.0,0.13286616
0.0,0.12202248
0.0,0.13166787
0.0,0.12939616
0.0,0.12827985
0.0,0.12083843
0.0,0.12514861
0.0,0.12419754
0.0,0.12676968
0.0,0.12248807
0.0,0.118515074
0.0,0.12498942
0.0,0.12366273
0.0,0.11578878
0.0,0.12720048
0.0,0.1225783
0.0,0.124306746
0.0,0.12400854
0.0,0.13143772
0.0,0.13145803
0.0,0.13050199
0.0,0.12525192
0.0,0.13583876
0.0,0.12949431
0.0,0.15888546
0.0,0.16904359
0.0,0.17095861
0.0,0.14417554
0.0,0.17623846
0.0,0.16473496
0.0,0.16128814
0.0,0.17204541
0.0,0.14695269
0.0,0.1388257
0.0,0.13390547
0.0,0.11625605
0.0,0.10623191
0.0,0.11412876
0.0,0.116096996
0.0,0.12788296
0.0,0.115108214
0.0,0.10921744
0.0,0.106733024
0.0,0.104050696
0.0,0.104631744
0.0,0.10275414
0.0,0.10340387
0.0,0.11615479
0.0,0.13173383
0.0,0.119801685
0.0,0.12135868
0.0,0.13012227
0.0,0.13738935
0.0,0.13326508
0.0,0.12685072
0.0,0.11971986
0.0,0.12505409
0.0,0.12437299
0.0,0.13546257
0.0,0.110145025
0.0,0.118354134
0.0,0.11702363
0.0,0.121431716
0.0,0.13294
0.0,0.117665276
0.0,0.11816262
0.0,0.11428178
0.0,0.1719578
0.0,0.1783779
0.0,0.17443101
0.0,0.18570599
0.0,0.17906472
0.0,0.18614386
0.0,0.18480158
0.0,0.19003761
0.0,0.17966951
0.0,0.15801178
0.0,0.1521615
0.0,0.1653747
0.0,0.16517194
0.0,0.16531886
0.0,0.17512465
0.0,0.16542941
0.0,0.16791876
0.0,0.16576762
0.0,0.16122971
0.0,0.15182307
0.0,0.16854794
0.0,0.17006192
0.0,0.16963698
0.0,0.15369202
0.0,0.16618885
0.0,0.16678438
0.0,0.15040627
0.0,0.16205354
0.0,0.14060692
0.0,0.14987205
0.0,0.14285289
0.0,0.16192853
0.0,0.15128334
0.0,0.14781426
0.0,0.14598574
0.0,0.16216347
0.0,0.16543211
0.0,0.16076568
0.0,0.15376776
0.0,0.16119912
0.0,0.15895014
0.0,0.1538605
0.0,0.1539872
0.0,0.1616397
0.0,0.16912527
0.0,0.17117828
0.0,0.15211013
0.0,0.12633282
0.0,0.12243024
0.0,0.12227044
0.0,0.14076848
0.0,0.12661012
0.0,0.14747053
0.0,0.14174378
0.0,0.1430876
0.0,0.13695633
0.0,0.12582971
0.0,0.12923668
0.0,0.13371062
0.0,0.16849515
0.0,0.13798699
0.0,0.13628969
0.0,0.12747596
0.0,0.13460743
0.0,0.123383194
0.0,0.122678205
0.0,0.123983875
0.0,0.14281464
0.0,0.12771794
0.0,0.14610985
0.0,0.1461471
0.0,0.12714207
0.0,0.15791652
0.0,0.16079651
0.0,0.15056166
0.0,0.15694536
0.0,0.15784313
0.0,0.18848701
0.0,0.15404701
0.0,0.15520556
0.0,0.15598226
0.0,0.13116556
0.0,0.13214476
0.0,0.1345423
0.0,0.15009457
0.0,0.14920558
0.0,0.14466745
0.0,0.13824023
0.0,0.12438683
0.0,0.13085656
0.0,0.1334416
0.0,0.12821169
0.0,0.1418877
0.0,0.13336705
0.0,0.12454263
0.0,0.121289276
0.0,0.10664113
0.0,0.09757881
0.0,0.11102877
0.0,0.10040215
0.0,0.09841039
0.0,0.11636103
0.0,0.122026294
0.0,0.12140152
0.0,0.1161053
0.0,0.11888207
0.0,0.100890495
0.0,0.10860362
0.0,0.11786995
0.0,0.121399984
0.0,0.12538764
0.0,0.12421158
0.0,0.12361618
0.0,0.13050532
0.0,0.12928392
0.0,0.1337076
0.0,0.13215974
0.0,0.13978167
0.0,0.14252955
0.0,0.14647608
0.0,0.14985183
0.0,0.14857264
0.0,0.14374004
0.0,0.1517371
0.0,0.15698484
0.0,0.15997003
0.0,0.1690202
0.0,0.16744506
0.0,0.18267547
0.0,0.1739037
0.0,0.20120116
0.0,0.15420745
0.0,0.1717749
0.0,0.15875696
0.0,0.16728024
0.0,0.18901828
0.0,0.18925712
0.0,0.16726592
0.0,0.17739946
0.0,0.15472738
0.0,0.120844185
0.0,0.18650372
0.0,0.20027515
0.0,0.2065823
0.0,0.19772324
0.0,0.18682472
0.0,0.1822653
0.0,0.17086256
0.0,0.16096464
0.0,0.15521681
0.0,0.16073549
0.0,0.14504945
0.0,0.1480562
0.0,0.15966567
0.0,0.14035968
0.0,0.13844706
0.0,0.14377826
0.0,0.17491268
0.0,0.16670229
0.0,0.15895906
0.0,0.16574255
0.0,0.14693011
0.0,0.1743336
0.0,0.17348653
0.0,0.16868089
0.0,0.16115268
0.0,0.15802203
0.0,0.16065675
0.0,0.1579247
0.0,0.15363917
0.0,0.16087428
0.0,0.16565344
0.0,0.17814821
0.0,0.1640305
0.0,0.18706708
0.0,0.1678746
0.0,0.14848477
0.0,0.1490077
0.0,0.12574123
0.0,0.14895488
0.0,0.1357579
0.0,0.1349942
0.0,0.14922284
0.0,0.14670601
0.0,0.1421712
0.0,0.14827394
0.0,0.14425942
0.0,0.14476487
0.0,0.13244958
0.0,0.14060375
0.0,0.13540646
0.0,0.1367841
0.0,0.117891975
0.0,0.13628718
0.0,0.12772016
0.0,0.1375506
0.0,0.119897455
0.0,0.12110437
0.0,0.12518723
0.0,0.12631212
0.0,0.13223898
0.0,0.13517404
0.0,0.1291288
0.0,0.12989058
0.0,0.11766438
0.0,0.12855962
0.0,0.14753577
0.0,0.15441473
0.0,0.12923366
0.0,0.15487623
0.0,0.13682428
0.0,0.17603533
0.0,0.13269635
0.0,0.15546006
0.0,0.1584731
0.0,0.15776965
0.0,0.15900876
0.0,0.19122086
0.0,0.2033122
0.0,0.21602213
0.0,0.20478377
0.0,0.22073184
0.0,0.19011164
0.0,0.17322102
0.0,0.15916532
0.0,0.16574846
0.0,0.14914942
0.0,0.16082303
0.0,0.1400092
0.0,0.1445701
0.0,0.14450686
0.0,0.15129249
0.0,0.14324525
0.0,0.16271222
0.0,0.16116183
0.0,0.1613826
0.0,0.15333119
0.0,0.16326466
0.0,0.16079664
0.0,0.17026518
0.0,0.1500492
0.0,0.16631661
0.0,0.17053856
0.0,0.17457867
0.0,0.1447714
0.0,0.17027462
0.0,0.16522288
0.0,0.17281915
0.0,0.1508955
0.0,0.16538303
0.0,0.17321807
0.0,0.1795529
0.0,0.16044217
0.0,0.17718941
0.0,0.18598406
0.0,0.15491013
0.0,0.17406905
0.0,0.19713779
0.0,0.19528237
0.0,0.1937629
0.0,0.18343353
0.0,0.20774774
0.0,0.20915966
0.0,0.21208876
0.0,0.19097085
0.0,0.20781328
0.0,0.18788186
0.0,0.21795891
0.0,0.18838076
0.0,0.21959044
0.0,0.1709134
0.0,0.1713331
0.0,0.1763218
0.0,0.17443149
0.0,0.181968
0.0,0.1743481
0.0,0.1654817
0.0,0.16667017
0.0,0.15697554
0.0,0.16204524
0.0,0.14284559
0.0,0.14871682
0.0,0.140155
0.0,0.13562265
0.0,0.14434654
0.0,0.15103836
0.0,0.14526081
0.0,0.14355645
